GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0004674	0.000204204624959481	2.24696825898977	13.4670217124129	28	355	protein serine/threonine kinase activity	Adck5;Camk2b;Cdc42bpg;Cdc7;Cdk4;Chuk;Clk3;Clk4;Dclk2;Dmpk;Lats1;Map2k7;Map3k1;Map3k14;Map4k1;Map4k5;Mapk3;Mok;Nrbp2;Pask;Phkg1;Plk1;Prpf4b;Raf1;Riok1;Srpk3;Stk38;Top1	0.00785761314320595
2	GO:1901363	0.00024716186616048	1.41380881457686	149.578779188857	185	3943	heterocyclic compound binding	2610008E11Rik;Abcb6;Abcc10;Acad10;Acin1;Acsf3;Actn1;Aifm1;Alkbh1;Alyref2;Angel2;Arfrp1;Arid2;Arid3a;Aspdh;Atp13a1;Atxn2l;Baz2a;Camk2b;Cars2;Ccnt2;Cdc42bpg;Cdc45;Cdc7;Cdk4;Chuk;Clk3;Clk4;Clpx;Cpsf1;Cpsf7;Cxxc1;Cyp2d22;Dalrd3;Dclk2;Ddx20;Ddx39b;Dimt1;Dmc1;Dmpk;Dnajc1;Dpf2;Dus3l;E2f5;E4f1;Endog;Eri2;Exosc10;Exosc7;Fdxr;Fkbp1a;Foxo6;Fpgs;Gabpa;Gcfc2;Gin1;Gtf2h2;Gtf3c2;Guf1;H2ac13;H2az2;Hars2;Hdgfl2;Hk3;Hsf1;Hspa14;Idnk;Ilf3;Irf3;Irf9;Khsrp;Kif26b;Lats1;Lemd2;Lrwd1;Luc7l;Luc7l3;Map2k7;Map3k1;Map3k14;Map4k1;Map4k5;Mapk3;Mccc1;Med12;Meis3;Mettl3;Mok;Morc2a;Mrps11;Msh3;Mterf3;Mybbp1a;Myh9;Naf1;Nars2;Ncbp1;Nfs1;Nfyc;Nrbp2;Nxf1;Pabpn1;Pask;Paxbp1;Pcgf6;Pex1;Pex6;Phkg1;Pknox1;Plk1;Prmt5;Prpf4b;Ptbp1;Pus10;Rab32;Rab34;Rad54l2;Raf1;Rb1;Rbm10;Rbm38;Rbm39;Rbm45;Rbm7;Rbmx;Recql5;Riok1;Rpl13a;Safb;Safb2;Scaf4;Sephs1;Setd1a;Setdb1;Shfl;Sltm;Smarcad1;Smarcb1;Smndc1;Snrnp70;Sp3;Sra1;Srpk3;Srrm2;Srsf1;Srsf11;Srsf6;Srsf9;Ssrp1;Stc2;Stk38;Sugp2;Suz12;Tars2;Th;Thoc1;Timm44;Top1;Tor1b;Trap1;Trmu;Trp53;Ube2c;Vars2;Xpo5;Xrcc6;Zbtb24;Zbtb48;Zcchc4;Zcchc8;Zcchc9;Zfp263;Zfp326;Zfp384;Zfp472;Zfp524;Zfp579;Zfp598;Zfp599;Zfp64;Zfp691;Zfp78;Zfp944;Zgpat;Zscan20	0.00785761314320595
3	GO:0097159	0.000257764236270879	1.41110394527074	151.589348627612	187	3996	organic cyclic compound binding	2610008E11Rik;Abcb6;Abcc10;Acad10;Acin1;Acsf3;Actn1;Aifm1;Alkbh1;Alyref2;Angel2;Arfrp1;Arid2;Arid3a;Aspdh;Atp13a1;Atxn2l;Baz2a;Camk2b;Cars2;Ccnt2;Cdc42bpg;Cdc45;Cdc7;Cdk4;Chuk;Clk3;Clk4;Clpx;Cpsf1;Cpsf7;Cxxc1;Cyp2d22;Dalrd3;Dclk2;Ddx20;Ddx39b;Dimt1;Dmc1;Dmpk;Dnajc1;Dpf2;Dus3l;E2f5;E4f1;Endog;Eri2;Exosc10;Exosc7;Fdxr;Fkbp1a;Foxo6;Fpgs;Gabpa;Gcfc2;Gin1;Gramd1a;Gtf2h2;Gtf3c2;Guf1;H2ac13;H2az2;Hars2;Hdgfl2;Hk3;Hsf1;Hspa14;Idnk;Ilf3;Irf3;Irf9;Khsrp;Kif26b;Lats1;Lemd2;Lrwd1;Luc7l;Luc7l3;Map2k7;Map3k1;Map3k14;Map4k1;Map4k5;Mapk3;Mccc1;Med12;Meis3;Mettl3;Mok;Morc2a;Mrps11;Msh3;Mterf3;Mybbp1a;Myh9;Naf1;Nars2;Ncbp1;Nfs1;Nfyc;Nrbp2;Nxf1;Osbpl11;Pabpn1;Pask;Paxbp1;Pcgf6;Pex1;Pex6;Phkg1;Pknox1;Plk1;Prmt5;Prpf4b;Ptbp1;Pus10;Rab32;Rab34;Rad54l2;Raf1;Rb1;Rbm10;Rbm38;Rbm39;Rbm45;Rbm7;Rbmx;Recql5;Riok1;Rpl13a;Safb;Safb2;Scaf4;Sephs1;Setd1a;Setdb1;Shfl;Sltm;Smarcad1;Smarcb1;Smndc1;Snrnp70;Sp3;Sra1;Srpk3;Srrm2;Srsf1;Srsf11;Srsf6;Srsf9;Ssrp1;Stc2;Stk38;Sugp2;Suz12;Tars2;Th;Thoc1;Timm44;Top1;Tor1b;Trap1;Trmu;Trp53;Ube2c;Vars2;Xpo5;Xrcc6;Zbtb24;Zbtb48;Zcchc4;Zcchc8;Zcchc9;Zfp263;Zfp326;Zfp384;Zfp472;Zfp524;Zfp579;Zfp598;Zfp599;Zfp64;Zfp691;Zfp78;Zfp944;Zgpat;Zscan20	0.00785761314320595
4	GO:0140098	0.000293742547409568	2.40287272727273	10.3563293732077	23	273	catalytic activity, acting on RNA	Alkbh1;Angel2;Cars2;Cnot3;Dalrd3;Ddx20;Ddx39b;Dimt1;Dus3l;Endog;Eri2;Exosc10;Hars2;Mettl3;Nars2;Pus10;Qtrt2;Skiv2l;Tars2;Trmt13;Trpt1;Vars2;Zcchc4	0.00785761314320595
5	GO:1904047	0.000793685982556192	12.7821350762527	0.455223269151987	4	12	S-adenosyl-L-methionine binding	Kmt5c;Mettl17;Mettl3;Zcchc4	0.0112475529585616
6	GO:0140101	0.000857436569300943	3.19427617893798	4.13494469479721	12	109	catalytic activity, acting on a tRNA	Alkbh1;Cars2;Dalrd3;Dus3l;Hars2;Nars2;Pus10;Qtrt2;Tars2;Trmt13;Trpt1;Vars2	0.0112475529585616
7	GO:0005524	0.000913172538010586	1.5921357615894	42.4875051208521	63	1120	ATP binding	Abcb6;Abcc10;Acsf3;Atp13a1;Camk2b;Cars2;Cdc42bpg;Cdc7;Cdk4;Chuk;Clk3;Clk4;Clpx;Dalrd3;Dclk2;Ddx20;Ddx39b;Dmc1;Dmpk;Fpgs;Hars2;Hk3;Hspa14;Idnk;Kif26b;Lats1;Map2k7;Map3k1;Map3k14;Map4k1;Map4k5;Mapk3;Mccc1;Mok;Morc2a;Msh3;Myh9;Nars2;Nrbp2;Pask;Pex1;Pex6;Phkg1;Plk1;Prpf4b;Rad54l2;Raf1;Recql5;Riok1;Sephs1;Smarcad1;Srpk3;Stk38;Tars2;Timm44;Top1;Tor1b;Trap1;Trmu;Trp53;Ube2c;Vars2;Xrcc6	0.0112475529585616
8	GO:0003729	0.000967094061154083	2.27697963800905	9.90110610405572	21	261	mRNA binding	Angel2;Cpsf1;Ilf3;Khsrp;Luc7l;Luc7l3;Mettl3;Mrps11;Ncbp1;Nxf1;Ptbp1;Rbm38;Rbmx;Rpl13a;Shfl;Snrnp70;Srrm2;Srsf1;Srsf6;Trp53;Xpo5	0.0112475529585616
9	GO:0050733	0.000995749109480939	25.5195652173913	0.227611634575993	3	6	RS domain binding	Luc7l;Rbm39;Srsf1	0.0112475529585616
10	GO:0008170	0.00112858473525426	3.85969162995595	2.61753379762392	9	69	N-methyltransferase activity	Cxxc1;Dimt1;Dot1l;Kmt5c;Prmt5;Setd1a;Setdb1;Suz12;Zcchc4	0.0112475529585616
