GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0005739	3.43040345079142e-05	2.1437508650519	23.0781099324976	43	1488	mitochondrion	1190007I07Rik;Abcd1;Abhd5;Acaa2;Acads;Acsf2;Ak2;Casp2;Casp8;Clpp;Clu;Cpt1a;Dcps;Fkbp10;Gps2;Maip1;Micos13;Mrm2;Mrpl47;Mrps10;Mrps15;Mrps16;Ndufa6;Ndufb10;Ngdn;Pam16;Rmdn2;Rpl10a;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Slc30a6;Slirp;Smdt1;Sqor;Tbrg4;Tfap4;Twnk;Wdr26;Zfp217	0.00100086835701958
2	GO:0019866	4.71276826708138e-05	3.2132030075188	6.17277402764384	18	398	organelle inner membrane	1190007I07Rik;Acaa2;Ak2;Clu;Cpt1a;Maip1;Micos13;Ndufa6;Ndufb10;Pam16;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Smdt1;Sqor	0.00100086835701958
3	GO:0005743	5.00434178509789e-05	3.32345310036784	5.62994214079074	17	363	mitochondrial inner membrane	1190007I07Rik;Acaa2;Ak2;Clu;Cpt1a;Maip1;Micos13;Ndufa6;Ndufb10;Pam16;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Smdt1;Sqor	0.00100086835701958
4	GO:0034366	0.000239316936144925	Inf	0.0310189649630344	2	2	spherical high-density lipoprotein particle	Apoa2;Clu	0.00304740046525045
5	GO:0005759	0.00030123902079051	3.5759482694547	3.64472838315654	12	235	mitochondrial matrix	Acaa2;Acads;Clpp;Maip1;Mrpl47;Mrps10;Mrps15;Mrps16;Pam16;Slc25a5;Tbrg4;Twnk	0.00304740046525045
6	GO:0005740	0.000339916904256172	2.56170984625807	8.51470588235294	20	549	mitochondrial envelope	1190007I07Rik;Abcd1;Acaa2;Acads;Ak2;Clu;Cpt1a;Fkbp10;Maip1;Micos13;Ndufa6;Ndufb10;Pam16;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Smdt1;Sqor	0.00304740046525045
7	GO:0031966	0.00035553005427922	2.62091250293221	7.89432658309225	19	509	mitochondrial membrane	1190007I07Rik;Abcd1;Acaa2;Acads;Ak2;Clu;Cpt1a;Maip1;Micos13;Ndufa6;Ndufb10;Pam16;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Smdt1;Sqor	0.00304740046525045
8	GO:0043231	0.000423394821470452	1.74093556316176	124.029331404693	146	7997	intracellular membrane-bounded organelle	1190007I07Rik;Abcd1;Abhd5;Acaa2;Acads;Acsf2;Ahcyl1;Ak2;Alkbh5;Alox5;Anapc16;Arl3;Arl6ip4;Arpc1b;Atraid;Casp2;Casp8;Casr;Ccna2;Cdk2ap2;Cfap20;Chd1l;Ciao2a;Clpp;Clu;Cpt1a;Ctnnbl1;Dcps;Dhx35;Dnajc17;Dok1;Egfr;Elf1;Fermt2;Fhl3;Fkbp10;Foxm1;Fut10;Gabarap;Gins3;Gnptg;Golga7;Gps2;Grb14;H3f3a;Hip1;Hsf2;Hspb6;Inppl1;Ints13;Kif11;Loxl3;Lrpap1;Maip1;Mak16;Mcm7;Mettl22;Micos13;Mindy1;Mmgt1;Mob1a;Mphosph6;Mrm2;Mrpl47;Mrps10;Mrps15;Mrps16;Mt1;Muc1;Mxra8;Ndufa6;Ndufb10;Nfatc3;Nfkb2;Ngdn;Nudt16l1;Ogfr;Padi1;Pam16;Panx1;Pbx4;Pgap2;Pi4k2b;Pigf;Pigo;Pip4p2;Pnldc1;Pnpo;Ppil4;Ppp1r3c;Ptma;Qpctl;Rarg;Rfxank;Rmdn2;Rpl10a;Rpl31;Rrm2;Ruvbl2;S100a13;Sall3;Sbf1;Scmh1;Scyl1;Sec11a;Sec13;Sem1;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Slc30a6;Slc35a5;Slc35b2;Slirp;Smc4;Smdt1;Snrnp40;Sp2;Sqor;Srd5a1;Srsf4;Surf2;Tab2;Taf10;Tbrg4;Tcf7l1;Tesk2;Tfap4;Tmcc2;Tmed1;Trappc2l;Trp53inp2;Ttyh1;Twnk;Uhrf1;Use1;Wdr26;Zbtb5;Zfp207;Zfp217;Zfp61;Zfp982;Zkscan5	0.00317546116102839
9	GO:0043227	0.00183828548795644	1.64940700190676	131.334297653488	150	8468	membrane-bounded organelle	1190007I07Rik;Abcd1;Abhd5;Acaa2;Acads;Acsf2;Ahcyl1;Ak2;Alkbh5;Alox5;Anapc16;Arl3;Arl6ip4;Arpc1b;Atraid;Bmf;Casp2;Casp8;Casr;Ccna2;Cdk2ap2;Cfap20;Chd1l;Ciao2a;Clpp;Clu;Cpt1a;Ctnnbl1;Dcps;Dhx35;Dnajc17;Dok1;Dynlt1f;Egfr;Elf1;Fermt2;Fhl3;Fkbp10;Foxm1;Fut10;Gabarap;Gins3;Gnptg;Golga7;Gps2;Grb14;H3f3a;Hip1;Hsf2;Hspb6;Inppl1;Ints13;Kif11;Loxl3;Lrpap1;Maip1;Mak16;Mcm7;Mettl22;Micos13;Mindy1;Mmgt1;Mob1a;Mospd3;Mphosph6;Mrm2;Mrpl47;Mrps10;Mrps15;Mrps16;Mt1;Muc1;Mxra8;Ndufa6;Ndufb10;Nfatc3;Nfkb2;Ngdn;Nudt16l1;Ogfr;Padi1;Pam16;Panx1;Pbx4;Pgap2;Pi4k2b;Pigf;Pigo;Pip4p2;Pnldc1;Pnpo;Ppil4;Ppp1r3c;Ptma;Qpctl;Rarg;Rfxank;Rmdn2;Rpl10a;Rpl31;Rrm2;Ruvbl2;S100a13;Sall3;Sbf1;Scmh1;Scyl1;Sec11a;Sec13;Sem1;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Slc30a6;Slc35a5;Slc35b2;Slirp;Smc4;Smdt1;Snrnp40;Sp2;Sqor;Srd5a1;Srsf4;Surf2;Tab2;Taf10;Tbrg4;Tcf7l1;Tesk2;Tfap4;Tmcc2;Tmed1;Trappc2l;Trp53inp2;Ttpa;Ttyh1;Twnk;Uhrf1;Use1;Wdr26;Zbtb5;Zfp207;Zfp217;Zfp61;Zfp982;Zkscan5	0.0122552365863763
10	GO:0031967	0.00237034275844316	1.98343079922027	13.6483445837351	25	880	organelle envelope	1190007I07Rik;Abcd1;Acaa2;Acads;Ak2;Alox5;Atraid;Clu;Cpt1a;Fkbp10;Maip1;Micos13;Ndufa6;Ndufb10;Pam16;Rrm2;Sec13;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Smdt1;Sqor	0.0129291423187809
11	GO:0031975	0.00237034275844316	1.98343079922027	13.6483445837351	25	880	envelope	1190007I07Rik;Abcd1;Acaa2;Acads;Ak2;Alox5;Atraid;Clu;Cpt1a;Fkbp10;Maip1;Micos13;Ndufa6;Ndufb10;Pam16;Rrm2;Sec13;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Smdt1;Sqor	0.0129291423187809
12	GO:0005737	0.00297536548085111	1.58844774818758	127.98424943748	146	8252	cytoplasm	1190007I07Rik;Abcd1;Abhd5;Acaa2;Acads;Acsf2;Ahcyl1;Ak2;Alkbh5;Alox5;Anapc16;Apoa2;Arl3;Arpc1b;Atraid;Bmf;Car2;Casp2;Casp8;Casr;Ccna2;Cdc42ep1;Cdk2ap2;Cfap20;Chd1l;Ciao2a;Clpp;Clu;Cpt1a;Ctnnbl1;Cx3cr1;Dcps;Dnajc17;Dok1;Dynlt1f;Egfr;Eif1;Eif3f;Fermt2;Fhl3;Fkbp10;Fut10;Gabarap;Gng8;Gnptg;Golga7;Gps2;Gramd3;Grb14;Hip1;Hsf2;Hspb6;Il18;Inppl1;Ints13;Kif11;Kif7;Loxl3;Lrpap1;Maip1;Mcm7;Micos13;Mindy1;Mmgt1;Mob1a;Mphosph6;Mrm2;Mrpl47;Mrps10;Mrps15;Mrps16;Mt1;Muc1;Mxra8;Ndufa6;Ndufb10;Nfatc3;Nfkb2;Ngdn;Nkd1;Ogfr;Padi1;Pam16;Panx1;Pgap2;Pi4k2b;Pigf;Pigo;Pip4p2;Pnldc1;Pnpo;Poc1b;Ppil4;Ppp1r3c;Qpctl;Rarg;Rfxank;Rmdn2;Ropn1l;Rpl10a;Rpl28;Rpl31;Rrm2;Ruvbl2;S100a13;Sbf1;Scyl1;Sec11a;Sec13;Sirt1;Slc25a10;Slc25a11;Slc25a20;Slc25a5;Slc27a1;Slc30a6;Slc35a5;Slc35b2;Slirp;Smc4;Smdt1;Snrnp40;Sqor;Srd5a1;Tab2;Taf10;Tbcel;Tbrg4;Tcf7l1;Tesk2;Tfap4;Tmcc2;Tmed1;Tmem86b;Trappc2l;Trp53inp2;Ttpa;Ttyh1;Twnk;Uhrf1;Use1;Ush1c;Vmac;Wdr26;Zfp207;Zfp217	0.0148768274042556
