GOCCID	Pvalue	OddsRatio	ExpCount	Count	Size	Term	IDs	adj
1	GO:0099544	0.00363080813112042	26.8322440087146	0.0920428031217314	2	11	perisynaptic space	Slc1a1;Tnc	0.0479886216077375
2	GO:0005622	0.00493087357622731	2.36244883549024	85.0642851395929	95	10166	intracellular	Abhd14a;Adam15;Apbb3;Arhgap45;Atf5;Bloc1s1;Bms1;Bzw2;Cabin1;Capn15;Ccdc130;Ccdc85b;Cd14;Cd46;Celf3;Cog1;Cpt1c;Cttnbp2;Dclre1c;Dmwd;Edc4;Ehmt2;Eif2s3y;Gba2;Gfm2;Gga3;Gmppa;Gpt;Grina;H1f10;H2bc8;Hmg20b;Ikbkb;Ints1;Kri1;Mapkbp1;Matk;Mcf2l;Mfsd10;Mgat4b;Mitd1;Mthfsl;Naa38;Ncln;Ndor1;Nfkbiz;Nvl;P3h2;P4ha2;Pdlim7;Polg;Ppp1r12c;Pwwp2a;Pxdn;Qtrt1;Rab40b;Rbm22;Rgs12;Ripk2;Rmnd1;Rnf123;Rnf40;Rsbn1l;Rsph3a;Sbk1;Sbno2;Scyl3;Sfswap;Sidt2;Sirt7;Slc1a1;Slc25a35;Slc35a4;Snapc4;St6galnac2;Stat2;Strada;Sympk;Tarbp2;Tmem120b;Tmem259;Trappc6a;Trim46;Tsga10;Tspoap1;Tyk2;Ulk3;Urb1;Usp20;Vegfa;Vps54;Wars2;Zc3h3;Zfp346;Zfp523	0.0479886216077375
3	GO:0002111	0.00836752755652104	Inf	0.00836752755652104	1	1	BRCA2-BRAF35 complex	Hmg20b	0.0479886216077375
4	GO:0005731	0.00836752755652104	Inf	0.00836752755652104	1	1	nucleolus organizer region	Sirt7	0.0479886216077375
5	GO:0030874	0.00836752755652104	Inf	0.00836752755652104	1	1	nucleolar chromatin	Sirt7	0.0479886216077375
6	GO:0005847	0.00972250797277694	15.0845588235294	0.150615496017379	2	18	mRNA cleavage and polyadenylation specificity factor complex	Sympk;Zc3h3	0.0479886216077375
7	GO:0099023	0.0137941896221355	6.39291297550808	0.502051653391262	3	60	vesicle tethering complex	Cog1;Trappc6a;Vps54	0.0479886216077375
8	GO:0005849	0.0143639292778616	12.0637254901961	0.184085606243463	2	22	mRNA cleavage factor complex	Sympk;Zc3h3	0.0479886216077375
9	GO:0005760	0.0166657072422401	119.650485436893	0.0167350551130421	1	2	gamma DNA polymerase complex	Polg	0.0479886216077375
10	GO:0150002	0.0166657072422401	119.650485436893	0.0167350551130421	1	2	distal dendrite	Slc1a1	0.0479886216077375
